id_persona,clave_sobrevivencia,nombre,sexo,clase_viaje,id_bote,id_cuerpo,edad,cantidad_parientes,cantidad_familiares,acompañantes,rango_edad,sobrevivencia,clase,acompañada
10172,0,"Crosby, Capt. Edward Gifford",HOMBRE,1,,269.0,70.0,1,1,2,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10173,1,"Crosby, Miss. Harriet R",MUJER,1,7,,36.0,0,2,2,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10174,0,"Cumings, Mr. John Bradley",HOMBRE,1,,,39.0,1,0,1,MEDIANA EDAD,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10175,1,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",MUJER,1,4,,38.0,1,0,1,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10176,0,"Beattie, Mr. Thomson",HOMBRE,1,A,,36.0,0,0,0,MEDIANA EDAD,MURIÓ,PRIMERA CLASE,SOLA
10177,0,"Mccaffry, Mr. Thomas Francis",HOMBRE,1,,292.0,46.0,0,0,0,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,SOLA
10178,0,"Warren, Mr. Frank Manley",HOMBRE,1,,,64.0,1,0,1,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10179,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",MUJER,1,5,,60.0,1,0,1,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10180,1,"Bazzani, Miss. Albina",MUJER,1,8,,32.0,0,0,0,ADULTOS,VIVIÓ,PRIMERA CLASE,SOLA
10181,1,"Bucknell, Mrs. William Robert (Emma Eliza Ward)",MUJER,1,8,,60.0,0,0,0,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,SOLA
10182,1,"Harper, Mr. Henry Sleeper",HOMBRE,1,3,,48.0,1,0,1,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10183,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",MUJER,1,3,,49.0,1,0,1,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10184,1,"Hassab, Mr. Hammad",HOMBRE,1,3,,27.0,0,0,0,ADULTOS,VIVIÓ,PRIMERA CLASE,SOLA
10185,0,"White, Mr. Percival Wayland",HOMBRE,1,,,54.0,0,1,1,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10186,0,"White, Mr. Richard Frasar",HOMBRE,1,,169.0,21.0,0,1,1,ADULTOS,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10187,1,"Andrews, Miss. Kornelia Theodosia",MUJER,1,10,,63.0,1,0,1,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10188,1,"Hogeboom, Mrs. John C (Anna Andrews)",MUJER,1,10,,51.0,1,0,1,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10189,1,"Longley, Miss. Gretchen Fiske",MUJER,1,10,,21.0,0,0,0,ADULTOS,VIVIÓ,PRIMERA CLASE,SOLA
10190,1,"Eustis, Miss. Elizabeth Mussey",MUJER,1,4,,54.0,1,0,1,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10191,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",MUJER,1,4,,52.0,1,0,1,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10192,1,"Barber, Miss. Ellen ""Nellie""",MUJER,1,6,,26.0,0,0,0,ADULTOS,VIVIÓ,PRIMERA CLASE,SOLA
10193,0,"Cavendish, Mr. Tyrell William",HOMBRE,1,,172.0,36.0,1,0,1,MEDIANA EDAD,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10194,1,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)",MUJER,1,6,,76.0,1,0,1,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10195,1,"Frolicher-Stehli, Mr. Maxmillian",HOMBRE,1,5,,60.0,1,1,2,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10196,1,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",MUJER,1,5,,48.0,1,1,2,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10197,0,"Giglio, Mr. Victor",HOMBRE,1,,,24.0,0,0,0,ADULTOS,MURIÓ,PRIMERA CLASE,SOLA
10198,0,"Guggenheim, Mr. Benjamin",HOMBRE,1,,,46.0,0,0,0,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,SOLA
10199,0,"Rosenshine, Mr. George (""Mr George Thorne"")",HOMBRE,1,,16.0,46.0,0,0,0,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,SOLA
10200,1,"Thorne, Mrs. Gertrude Maybelle",MUJER,1,D,,,0,0,0,,VIVIÓ,PRIMERA CLASE,SOLA
10201,1,"Taussig, Miss. Ruth",MUJER,1,8,,18.0,0,2,2,JOVENES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10202,0,"Taussig, Mr. Emil",HOMBRE,1,,,52.0,1,1,2,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10203,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",MUJER,1,8,,39.0,1,1,2,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10204,1,"Icard, Miss. Amelie",MUJER,1,6,,38.0,0,0,0,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,SOLA
10205,1,"Stone, Mrs. George Nelson (Martha Evelyn)",MUJER,1,6,,62.0,0,0,0,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,SOLA
10206,1,"Dodge, Dr. Washington",HOMBRE,1,13,,53.0,1,1,2,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10207,1,"Dodge, Master. Washington",HOMBRE,1,5,,4.0,0,2,2,INFANTES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10208,1,"Dodge, Mrs. Washington (Ruth Vidaver)",MUJER,1,5,,54.0,1,1,2,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10209,0,"Meyer, Mr. Edgar Joseph",HOMBRE,1,,,28.0,1,0,1,ADULTOS,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10210,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",MUJER,1,6,,,1,0,1,,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10211,1,"Snyder, Mr. John Pillsbury",HOMBRE,1,7,,24.0,1,0,1,ADULTOS,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10212,1,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",MUJER,1,7,,23.0,1,0,1,ADULTOS,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10213,1,"Compton, Miss. Sara Rebecca",MUJER,1,14,,39.0,1,1,2,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10214,0,"Compton, Mr. Alexander Taylor Jr",HOMBRE,1,,,37.0,1,1,2,MEDIANA EDAD,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10215,1,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",MUJER,1,14,,64.0,0,2,2,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10216,1,"Earnshaw, Mrs. Boulton (Olive Potter)",MUJER,1,7,,23.0,0,1,1,ADULTOS,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10217,1,"Hays, Miss. Margaret Bechstein",MUJER,1,7,,24.0,0,0,0,ADULTOS,VIVIÓ,PRIMERA CLASE,SOLA
10218,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",MUJER,1,7,,56.0,0,1,1,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10219,0,"Harris, Mr. Henry Birkhardt",HOMBRE,1,,,45.0,1,0,1,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10220,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",MUJER,1,D,,35.0,1,0,1,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10221,1,"Cherry, Miss. Gladys",MUJER,1,8,,30.0,0,0,0,ADULTOS,VIVIÓ,PRIMERA CLASE,SOLA
10222,1,"Maioni, Miss. Roberta",MUJER,1,8,,16.0,0,0,0,JOVENES,VIVIÓ,PRIMERA CLASE,SOLA
10223,1,"Rothes, The Countess. Of (Lucy Noel Martha Dyer-Edwards)",MUJER,1,8,,33.0,0,0,0,ADULTOS,VIVIÓ,PRIMERA CLASE,SOLA
10224,1,"Goldenberg, Mr. Samuel L",HOMBRE,1,5,,49.0,1,0,1,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10225,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",MUJER,1,5,,,1,0,1,,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10226,1,"Hoyt, Mr. Frederick Maxfield",HOMBRE,1,D,,38.0,1,0,1,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10227,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",MUJER,1,D,,35.0,1,0,1,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10228,0,"Minahan, Dr. William Edward",HOMBRE,1,,230.0,44.0,2,0,2,MEDIANA EDAD,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10229,1,"Minahan, Miss. Daisy E",MUJER,1,14,,33.0,1,0,1,ADULTOS,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10230,1,"Minahan, Mrs. William Edward (Lillian E Thorpe)",MUJER,1,14,,37.0,1,0,1,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10231,1,"Bishop, Mr. Dickinson H",HOMBRE,1,7,,25.0,1,0,1,ADULTOS,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10232,1,"Bishop, Mrs. Dickinson H (Helen Walton)",MUJER,1,7,,19.0,1,0,1,JOVENES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10233,0,"Hays, Mr. Charles Melville",HOMBRE,1,,307.0,55.0,1,1,2,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10234,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",MUJER,1,3,,52.0,1,1,2,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10235,0,"Payne, Mr. Vivian Ponsonby",HOMBRE,1,,,23.0,0,0,0,ADULTOS,MURIÓ,PRIMERA CLASE,SOLA
10236,1,"Perreault, Miss. Anne",MUJER,1,3,,30.0,0,0,0,ADULTOS,VIVIÓ,PRIMERA CLASE,SOLA
10237,0,"Douglas, Mr. Walter Donald",,1,,62.0,50.0,1,0,1,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10238,1,"Douglas, Mrs. Walter Donald (Mahala Dutton)",MUJER,1,2,,48.0,1,0,1,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10239,1,"Leroy, Miss. Bertha",MUJER,1,2,,30.0,0,0,0,ADULTOS,VIVIÓ,PRIMERA CLASE,SOLA
10240,1,"Oliva Y Ocana, Dona. Fermina",MUJER,1,8,,39.0,0,0,0,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,SOLA
10241,0,"Penasco Y Castellana, Mr. Victor De Satode",HOMBRE,1,,,18.0,1,0,1,JOVENES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10242,1,"Penasco Y Castellana, Mrs. Victor De Satode (Maria Josefa Perez De Soto Y Vallejo)",MUJER,1,8,,17.0,1,0,1,JOVENES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10243,1,"Fleming, Miss. Margaret",MUJER,1,4,,,0,0,0,,VIVIÓ,PRIMERA CLASE,SOLA
10244,0,"Thayer, Mr. John Borland",HOMBRE,1,,,49.0,1,1,2,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10245,1,"Thayer, Mr. John Borland Jr",HOMBRE,1,B,,17.0,0,2,2,JOVENES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10246,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",MUJER,1,4,,39.0,1,1,2,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10247,1,"Newell, Miss. Madeleine",MUJER,1,6,,31.0,1,0,1,ADULTOS,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10248,1,"Newell, Miss. Marjorie",MUJER,1,6,,23.0,1,0,1,ADULTOS,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10249,0,"Newell, Mr. Arthur Webster",HOMBRE,1,,122.0,58.0,0,2,2,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10250,1,"Carter, Master. William Thornton Ii",HOMBRE,1,4,,11.0,1,2,3,INFANTES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10251,1,"Carter, Miss. Lucile Polk",MUJER,1,4,,14.0,1,2,3,JOVENES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10252,1,"Carter, Mr. William Ernest",HOMBRE,1,C,,36.0,1,2,3,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10253,1,"Carter, Mrs. William Ernest (Lucile Polk)",MUJER,1,4,,36.0,1,2,3,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10254,1,"Frauenthal, Dr. Henry William",HOMBRE,1,5,,50.0,2,0,2,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10255,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",MUJER,1,5,,,1,0,1,,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10256,1,"Burns, Miss. Elizabeth Margaret",MUJER,1,3,,41.0,0,0,0,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,SOLA
10257,1,"Spedden, Master. Robert Douglas",HOMBRE,1,3,,6.0,0,2,2,INFANTES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10258,1,"Spedden, Mr. Frederic Oakley",HOMBRE,1,3,,45.0,1,1,2,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10259,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",MUJER,1,3,,40.0,1,1,2,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10260,1,"Wilson, Miss. Helen Alice",MUJER,1,3,,31.0,0,0,0,ADULTOS,VIVIÓ,PRIMERA CLASE,SOLA
10261,1,"Bissette, Miss. Amelia",MUJER,1,8,,35.0,0,0,0,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,SOLA
10262,0,"Ringhini, Mr. Sante",HOMBRE,1,,232.0,22.0,0,0,0,ADULTOS,MURIÓ,PRIMERA CLASE,SOLA
10263,1,"White, Mrs. John Stuart (Ella Holmes)",MUJER,1,8,,55.0,0,0,0,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,SOLA
10264,1,"Young, Miss. Marie Grice",MUJER,1,8,,36.0,0,0,0,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,SOLA
10265,0,"Clark, Mr. Walter Miller",HOMBRE,1,,,27.0,1,0,1,ADULTOS,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10266,1,"Clark, Mrs. Walter Miller (Virginia Mcdowell)",MUJER,1,4,,26.0,1,0,1,ADULTOS,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10267,1,"Lurette, Miss. Elise",MUJER,1,,,58.0,0,0,0,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,SOLA
10268,0,"Spencer, Mr. William Augustus",HOMBRE,1,,,57.0,1,0,1,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10269,1,"Spencer, Mrs. William Augustus (Marie Eugenie)",MUJER,1,6,,,1,0,1,,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10270,1,"Allison, Master. Hudson Trevor",HOMBRE,1,11,,0.9167,1,2,3,INFANTES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10271,0,"Allison, Miss. Helen Loraine",MUJER,1,,,2.0,1,2,3,INFANTES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10272,,"Allison, Mr. Hudson Joshua Creighton",HOMBRE,1,,135.0,30.0,1,2,3,ADULTOS,,PRIMERA CLASE,ACOMPAÑADA
10273,0,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",MUJER,1,,,25.0,1,2,3,ADULTOS,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10274,1,"Cleaver, Miss. Alice",MUJER,1,11,,22.0,0,0,0,ADULTOS,VIVIÓ,PRIMERA CLASE,SOLA
10275,1,"Daniels, Miss. Sarah",MUJER,1,8,,33.0,0,0,0,ADULTOS,VIVIÓ,PRIMERA CLASE,SOLA
10276,0,"Graham, Mr. George Edward",HOMBRE,1,,147.0,38.0,0,1,1,MEDIANA EDAD,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10277,1,"Graham, Mrs. William Thompson (Edith Junkins)",MUJER,1,3,,58.0,0,1,1,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10278,1,"Shutes, Miss. Elizabeth W",MUJER,1,3,,40.0,0,0,0,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,SOLA
10279,1,"Bonnell, Miss. Caroline",MUJER,1,8,,30.0,0,0,0,ADULTOS,VIVIÓ,PRIMERA CLASE,SOLA
10280,1,"Wick, Miss. Mary Natalie",MUJER,1,8,,31.0,0,2,2,ADULTOS,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10281,0,"Wick, Mr. George Dennick",HOMBRE,1,,,57.0,1,1,2,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10282,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",MUJER,1,8,,45.0,1,1,2,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10283,1,"Allen, Miss. Elisabeth Walton",MUJER,1,2,,29.0,0,0,0,ADULTOS,VIVIÓ,PRIMERA CLASE,SOLA
10284,1,"Kreuchen, Miss. Emilie",MUJER,1,2,,39.0,0,0,0,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,SOLA
10285,1,"Madill, Miss. Georgette Alexandra",MUJER,1,2,,15.0,0,1,1,JOVENES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10286,1,"Robert, Mrs. Edward Scott (Elisabeth Walton Mcmillan)",MUJER,1,2,,43.0,0,1,1,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10287,1,"Geiger, Miss. Amalie",MUJER,1,4,,35.0,0,0,0,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,SOLA
10288,0,"Keeping, Mr. Edwin",HOMBRE,1,,45.0,32.5,0,0,0,ADULTOS,MURIÓ,PRIMERA CLASE,SOLA
10289,0,"Widener, Mr. George Dunton",HOMBRE,1,,,50.0,1,1,2,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10290,0,"Widener, Mr. Harry Elkins",HOMBRE,1,,,27.0,0,2,2,ADULTOS,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10291,1,"Widener, Mrs. George Dunton (Eleanor Elkins)",MUJER,1,4,,50.0,1,1,2,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10292,1,"Bird, Miss. Ellen",MUJER,1,8,,29.0,0,0,0,ADULTOS,VIVIÓ,PRIMERA CLASE,SOLA
10293,0,"Farthing, Mr. John",HOMBRE,1,,,,0,0,0,,MURIÓ,PRIMERA CLASE,SOLA
10294,0,"Straus, Mr. Isidor",HOMBRE,1,,96.0,67.0,1,0,1,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10295,0,"Straus, Mrs. Isidor (Rosalie Ida Blun)",MUJER,1,,,63.0,1,0,1,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10296,0,"Astor, Col. John Jacob",HOMBRE,1,,124.0,47.0,1,0,1,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10297,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",MUJER,1,4,,18.0,1,0,1,JOVENES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10298,1,"Bidois, Miss. Rosalie",MUJER,1,4,,42.0,0,0,0,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,SOLA
10299,1,Alexis Evans,,1,4,,38.0,0,0,0,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,SOLA
10300,0,"Robbins, Mr. Victor",HOMBRE,1,,,,0,0,0,,MURIÓ,PRIMERA CLASE,SOLA
10301,1,"Baxter, Mrs. James (Helene Delaudeniere Chaput)",MUJER,1,6,,50.0,0,1,1,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10302,1,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",MUJER,1,6,,27.0,1,1,2,ADULTOS,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10303,1,"Bowen, Miss. Grace Scott",MUJER,1,4,,45.0,0,0,0,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,SOLA
10304,1,"Chaudanson, Miss. Victorine",MUJER,1,4,,36.0,0,0,0,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,SOLA
10305,1,"Ryerson, Master. John Borie",HOMBRE,1,4,,13.0,2,2,4,JOVENES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10306,1,"Ryerson, Miss. Emily Borie",MUJER,1,4,,18.0,2,2,4,JOVENES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10307,1,"Ryerson, Miss. Susan Parker ""Suzette""",MUJER,1,4,,21.0,2,2,4,ADULTOS,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10308,0,"Ryerson, Mr. Arthur Larned",HOMBRE,1,,,61.0,1,3,4,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10309,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",MUJER,1,4,,48.0,1,3,4,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10310,1,"Fortune, Miss. Alice Elizabeth",MUJER,1,10,,24.0,3,2,5,ADULTOS,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10311,1,"Fortune, Miss. Ethel Flora",MUJER,1,10,,28.0,3,2,5,ADULTOS,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10312,1,"Fortune, Miss. Mabel Helen",MUJER,1,10,,23.0,3,2,5,ADULTOS,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10313,0,"Fortune, Mr. Charles Alexander",HOMBRE,1,,,19.0,3,2,5,JOVENES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10314,0,"Fortune, Mr. Mark",HOMBRE,1,,,64.0,1,4,5,ADULTOS MAYORES,MURIÓ,PRIMERA CLASE,ACOMPAÑADA
10315,1,"Fortune, Mrs. Mark (Mary Mcdougald)",MUJER,1,10,,60.0,1,4,5,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10316,1,"Cardeza, Mr. Thomas Drake Martinez",HOMBRE,1,3,,36.0,0,1,1,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10317,1,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",MUJER,1,3,,58.0,0,1,1,ADULTOS MAYORES,VIVIÓ,PRIMERA CLASE,ACOMPAÑADA
10318,1,"Lesurer, Mr. Gustave J",HOMBRE,1,3,,35.0,0,0,0,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,SOLA
10319,1,"Ward, Miss. Anna",MUJER,1,3,,35.0,0,0,0,MEDIANA EDAD,VIVIÓ,PRIMERA CLASE,SOLA
10320,0,"Campbell, Mr. William",HOMBRE,2,,,,0,0,0,,MURIÓ,SEGUNDA CLASE,SOLA
10321,0,"Cunningham, Mr. Alfred Fleming",HOMBRE,2,,,,0,0,0,,MURIÓ,SEGUNDA CLASE,SOLA
10322,0,"Frost, Mr. Anthony Wood ""Archie""",HOMBRE,2,,,,0,0,0,,MURIÓ,SEGUNDA CLASE,SOLA
10323,0,"Knight, Mr. Robert J",HOMBRE,2,,,,0,0,0,,MURIÓ,SEGUNDA CLASE,SOLA
10324,0,"Parkes, Mr. Francis ""Frank""",HOMBRE,2,,,,0,0,0,,MURIÓ,SEGUNDA CLASE,SOLA
10325,0,"Watson, Mr. Ennis Hastings",HOMBRE,2,,,,0,0,0,,MURIÓ,SEGUNDA CLASE,SOLA
10326,0,"Myles, Mr. Thomas Francis",HOMBRE,2,,,62.0,0,0,0,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,SOLA
10327,0,"Andrew, Mr. Frank Thomas",HOMBRE,2,,,25.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10328,0,"Baimbrigge, Mr. Charles Robert",HOMBRE,2,,,23.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10329,0,"Banfield, Mr. Frederick James",HOMBRE,2,,,28.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10330,0,"Coleridge, Mr. Reginald Charles",HOMBRE,2,,,29.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10331,1,"Collett, Mr. Sidney C Stuart",HOMBRE,2,9,,24.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10332,1,"Cook, Mrs. (Selena Rogers)",MUJER,2,14,,22.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10333,0,"Fillbrook, Mr. Joseph Charles",HOMBRE,2,,,18.0,0,0,0,JOVENES,MURIÓ,SEGUNDA CLASE,SOLA
10334,0,"Gavey, Mr. Lawrence",HOMBRE,2,,,26.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10335,0,"Gilbert, Mr. William",HOMBRE,2,,,47.0,0,0,0,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,SOLA
10336,1,"Harris, Mr. George",HOMBRE,2,15,,62.0,0,0,0,ADULTOS MAYORES,VIVIÓ,SEGUNDA CLASE,SOLA
10337,0,"Harris, Mr. Walter",HOMBRE,2,,,30.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10338,1,"Ilett, Miss. Bertha",MUJER,2,,,17.0,0,0,0,JOVENES,VIVIÓ,SEGUNDA CLASE,SOLA
10339,0,"Jenkin, Mr. Stephen Curnow",HOMBRE,2,,,32.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10340,0,"Kvillner, Mr. Johan Henrik Johannesson",HOMBRE,2,,165.0,31.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
