id_operacion,fecha_operacion,precio,public_id,codigo_frente_agua,codigo_vista,codigo_condicion,agente_id,codigo_pais,año,año_mes,mes,vista,condición,país,agente,anio_construc,latitud,longitud,codigo_postal,m2_construccion,m2_terreno,m2_sobre_calle,m2_sotano,pisos,recamaras,banios,anio_renovacion
2822059181,11/04/2023,306000,13794146,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1910,47.3714,-122.177,98030,445,51647.8,1460,0,2,5,2,0
2822059181,11/04/2023,306000,13794146,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1910,47.3714,-122.177,98030,445,51647.8,1460,0,2,5,2,0
2822069080,19/11/2022,390000,14564326,0,0,3,9,1,2022,2022-11,11-NOVEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1989,47.3692,-122.047,98038,780.3,13277.1,2560,0,2,4,2.5,0
2841500010,22/09/2022,390000,10291643,0,0,3,9,1,2022,2022-09,09-SEPTEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1983,47.5427,-122.302,98108,871.7,1744.7,1730,1130,1,4,3,0
2856101105,25/05/2022,488000,11995780,0,0,3,9,1,2022,2022-05,05-may,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1985,47.6772,-122.393,98117,484.6,777.2,1590,0,3,3,2.5,0
2883200760,07/02/2023,925000,12563114,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1961,47.6857,-122.334,98103,743.7,2261.3,1520,920,1,3,2.5,0
2883200760,07/02/2023,925000,12563114,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1961,47.6857,-122.334,98103,743.7,2261.3,1520,920,1,3,2.5,0
2890100060,30/07/2022,385000,12040106,0,0,3,9,1,2022,2022-07,07-JULY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1954,47.772,-122.358,98177,621.8,3269.3,1380,660,1,4,1.5,0
2891000610,09/12/2022,148900,13163597,0,0,3,9,1,2022,2022-12,12-DECEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1967,47.3252,-122.208,98002,518.2,1828.8,1700,0,1,4,1.75,0
2895800780,30/03/2023,279800,11552617,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2014,47.5171,-122.347,98106,429.8,625.4,1410,0,2,3,1.75,0
2895800780,30/03/2023,279800,11552617,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2014,47.5171,-122.347,98106,429.8,625.4,1410,0,2,3,1.75,0
2896310120,15/11/2022,545000,13733453,0,0,3,9,1,2022,2022-11,11-NOVEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1998,47.3415,-122.029,98010,859.5,7923.3,2820,0,2,4,2.5,0
2902200016,10/11/2022,653500,10237730,0,0,3,9,1,2022,2022-11,11-NOVEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2014,47.6372,-122.324,98102,512.1,378,1120,560,2,2,2.5,0
2911000100,08/03/2023,245000,12168714,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2009,47.2689,-122.24,98001,585.5,1489.9,1921,0,2,4,2.5,0
2911000100,08/03/2023,245000,12168714,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2009,47.2689,-122.24,98001,585.5,1489.9,1921,0,2,4,2.5,0
2925059135,06/04/2023,1321500,12841699,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1990,47.6271,-122.197,98004,679.7,3952.6,2230,0,2,3,3,0
2925059135,06/04/2023,1321500,12841699,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1990,47.6271,-122.197,98004,679.7,3952.6,2230,0,2,3,3,0
2927600155,20/07/2022,291750,12254719,0,0,3,9,1,2022,2022-07,07-JULY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1950,47.4515,-122.368,98166,399.3,3909.1,1310,0,1,3,2.25,2013
2968801105,02/03/2023,200000,10197465,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1955,47.4572,-122.351,98166,289.6,2468.9,950,0,1,2,1,0
2968801105,02/03/2023,200000,10197465,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1955,47.4572,-122.351,98166,289.6,2468.9,950,0,1,2,1,0
3023000200,03/05/2023,380000,10730689,0,0,3,9,1,2023,2023-05,05-may,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2012,47.356,-122.057,98038,643.1,1617.3,2110,0,2,4,2.5,0
3023000200,03/05/2023,380000,10730689,0,0,3,9,1,2023,2023-05,05-may,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2012,47.356,-122.057,98038,643.1,1617.3,2110,0,2,4,2.5,0
3024059057,29/04/2023,1650000,10970691,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2003,47.5455,-122.214,98040,1691.6,4896.6,3880,1670,2,4,4.5,0
3024059057,29/04/2023,1650000,10970691,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2003,47.5455,-122.214,98040,1691.6,4896.6,3880,1670,2,4,4.5,0
3026059085,15/03/2023,1290000,11160092,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2002,47.7161,-122.219,98034,1246.6,88690.7,2920,1170,1,5,3.5,0
3026059085,15/03/2023,1290000,11160092,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2002,47.7161,-122.219,98034,1246.6,88690.7,2920,1170,1,5,3.5,0
3026059368,09/07/2022,814842,11947908,0,0,3,9,1,2022,2022-07,07-JULY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2014,47.7153,-122.221,98034,972.3,2102.8,3190,0,2,3,2.5,0
3026079005,15/10/2022,640000,13731135,0,0,3,9,1,2022,2022-10,10-OCTOBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1948,47.7158,-121.966,98019,865.6,69704.7,2720,120,2,6,2,0
3052700921,09/02/2023,900000,12901417,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1957,47.678,-122.373,98117,798.6,1325.9,1760,860,1,6,3,0
3052700921,09/02/2023,900000,12901417,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1957,47.678,-122.373,98117,798.6,1325.9,1760,860,1,6,3,0
3066400140,18/06/2022,632500,12112534,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1986,47.6304,-122.051,98074,637,3141.3,2090,0,2,4,2.5,0
3121500020,30/06/2022,700000,10434486,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1993,47.6716,-122.029,98053,759,7282,2490,0,2,3,2.5,0
3204400040,02/03/2023,273950,14277515,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2002,47.3258,-122.186,98092,478.5,947.6,1570,0,2,3,2.25,0
3204400040,02/03/2023,273950,14277515,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2002,47.3258,-122.186,98092,478.5,947.6,1570,0,2,3,2.25,0
3205400140,28/06/2022,385000,10442746,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1968,47.721,-122.179,98034,396.2,2142.7,1300,0,1,3,1.75,0
3211600140,07/02/2023,475000,11615675,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1972,47.726,-122.198,98034,759,2197.6,1290,1200,1,3,1.75,0
3211600140,07/02/2023,475000,11615675,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1972,47.726,-122.198,98034,759,2197.6,1290,1200,1,3,1.75,0
3223069065,15/09/2022,400000,11966622,0,0,3,9,1,2022,2022-09,09-SEPTEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1950,47.4327,-122.06,98038,548.6,68509.6,1420,380,1,2,1.75,2008
3223069118,14/06/2022,554000,11569467,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1999,47.4316,-122.075,98058,1030.2,33192.7,2700,680,2,3,3.5,0
3224600340,11/10/2022,695000,13113859,0,0,3,9,1,2022,2022-10,10-OCTOBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1999,47.6087,-122.016,98074,850.4,1993.4,2790,0,2,4,2.5,0
3249500020,04/04/2023,625000,13918236,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1993,47.75,-122.024,98077,838.2,10668,2750,0,2,3,2.5,0
3249500020,04/04/2023,625000,13918236,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1993,47.75,-122.024,98077,838.2,10668,2750,0,2,3,2.5,0
3260350090,10/11/2022,701000,14431885,0,0,3,9,1,2022,2022-11,11-NOVEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2003,47.5223,-122.156,98059,887,2603,2910,0,2,4,3,0
3260800190,22/03/2023,325000,11065296,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1998,47.3499,-122.302,98003,609.6,2196.1,2000,0,2,3,2.5,0
3260800190,22/03/2023,325000,11065296,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1998,47.3499,-122.302,98003,609.6,2196.1,2000,0,2,3,2.5,0
3271300345,21/03/2023,1028000,14292361,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1953,47.6493,-122.413,98199,853.4,1767.8,1580,1220,1,3,3,2010
3271300345,21/03/2023,1028000,14292361,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1953,47.6493,-122.413,98199,853.4,1767.8,1580,1220,1,3,3,2010
3274800505,22/04/2023,502000,12399638,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2009,47.5934,-122.298,98144,487.7,936.7,1600,0,3,3,2.5,0
3274800505,22/04/2023,502000,12399638,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2009,47.5934,-122.298,98144,487.7,936.7,1600,0,3,3,2.5,0
3274850130,01/12/2022,392000,12573642,0,0,3,9,1,2022,2022-12,12-DECEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1991,47.4423,-122.178,98058,792.5,2719.1,2600,0,2,4,2.5,0
3278600240,20/07/2022,372500,11261213,0,0,3,9,1,2022,2022-07,07-JULY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2007,47.5496,-122.373,98126,426.7,901.6,1400,0,2,2,2.5,0
3278603000,02/05/2023,459000,12668711,0,0,3,9,1,2023,2023-05,05-may,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2006,47.5476,-122.37,98126,743.7,632.8,1930,510,2,3,3,0
3278603000,02/05/2023,459000,12668711,0,0,3,9,1,2023,2023-05,05-may,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2006,47.5476,-122.37,98126,743.7,632.8,1930,510,2,3,3,0
3288301330,06/04/2023,475000,10083496,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1973,47.7322,-122.185,98034,576.1,2304.3,1430,460,1,3,1.75,0
3288301330,06/04/2023,475000,10083496,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1973,47.7322,-122.185,98034,576.1,2304.3,1430,460,1,3,1.75,0
3298700941,03/09/2022,260000,11385969,0,0,3,9,1,2022,2022-09,09-SEPTEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1950,47.519,-122.352,98106,365.8,1399.6,800,400,1,3,1,0
3303860460,13/04/2023,499000,11952402,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2011,47.3696,-122.058,98038,944.9,1737.4,3100,0,2,4,2.5,0
3303860460,13/04/2023,499000,11952402,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2011,47.3696,-122.058,98038,944.9,1737.4,3100,0,2,4,2.5,0
3303960060,17/06/2022,1068000,13863965,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2001,47.5198,-122.156,98059,1216.2,3029.1,3990,0,2,5,3.5,0
3303980650,25/08/2022,935000,12881068,0,0,3,9,1,2022,2022-08,08-AUGUST,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2001,47.5193,-122.15,98059,1069.8,3413.8,3510,0,2,4,3.5,0
3304300300,05/05/2023,579950,10788287,0,0,3,9,1,2023,2023-05,05-may,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2011,47.4828,-122.133,98059,749.8,2634.4,2460,0,2,4,2.75,0
3304300300,05/05/2023,579950,10788287,0,0,3,9,1,2023,2023-05,05-may,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2011,47.4828,-122.133,98059,749.8,2634.4,2460,0,2,4,2.75,0
3306200010,03/06/2022,210000,13280590,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1959,47.2987,-122.366,98023,585.2,3170.8,1370,550,1,4,1.5,0
3319500628,10/02/2023,356999,12504995,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1971,47.5998,-122.311,98144,307.8,471.2,1010,0,2,3,1.5,2014
3319500628,10/02/2023,356999,12504995,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1971,47.5998,-122.311,98144,307.8,471.2,1010,0,2,3,1.5,2014
3322049201,21/05/2022,275000,12491390,0,0,3,9,1,2022,2022-05,05-may,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1979,47.345,-122.296,98003,588.3,4733.8,1930,0,2,4,1.5,0
3326059254,22/11/2022,720000,12450798,0,0,3,9,1,2022,2022-11,11-NOVEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2005,47.6934,-122.166,98033,966.2,2190.6,3170,0,2,3,2.5,0
3329520170,19/05/2022,250000,12129091,0,0,3,9,1,2022,2022-05,05-may,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1984,47.3333,-122.266,98001,356.6,2212.2,1170,0,1,3,2,0
3339400349,22/11/2022,390000,12642728,0,0,3,9,1,2022,2022-11,11-NOVEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1986,47.3282,-122.198,98092,762,6638.5,1770,730,1,3,2.5,0
3356404198,27/01/2023,286000,10222829,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1993,47.2849,-122.251,98001,627.9,4876.8,2060,0,2,4,2.5,0
3356404198,27/01/2023,286000,10222829,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1993,47.2849,-122.251,98001,627.9,4876.8,2060,0,2,4,2.5,0
3361401977,24/08/2022,250000,14202698,0,0,3,9,1,2022,2022-08,08-AUGUST,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1997,47.4989,-122.322,98168,475.5,4675.6,1560,0,2,3,2.25,0
3362400431,24/06/2022,518500,11489631,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2010,47.6824,-122.347,98103,484.6,335.9,1590,0,3,3,3.5,0
3362401761,23/02/2023,450000,11568394,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2008,47.68,-122.348,98103,310.9,319.7,1020,0,3,2,1.5,0
3362401761,23/02/2023,450000,11568394,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2008,47.68,-122.348,98103,310.9,319.7,1020,0,3,2,1.5,0
3362900810,18/08/2022,532170,14037480,0,0,3,9,1,2022,2022-08,08-AUGUST,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1990,47.6838,-122.353,98103,414.5,941.8,1360,0,2,3,2,0
3365900462,01/09/2022,265000,12380478,0,0,3,9,1,2022,2022-09,09-SEPTEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1920,47.4738,-122.264,98168,527.3,2214.1,1730,0,2,4,3,0
3375300210,16/09/2022,250000,12246530,0,0,3,9,1,2022,2022-09,09-SEPTEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1985,47.3179,-122.33,98003,411.5,2605.4,1350,0,1,3,1.75,0
3383900048,20/10/2022,550000,14838681,0,0,3,9,1,2022,2022-10,10-OCTOBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2004,47.6355,-122.324,98102,472.4,332.8,1390,160,3,3,2.5,0
3392500060,02/09/2022,368000,13176495,0,0,3,9,1,2022,2022-09,09-SEPTEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1965,47.4435,-122.279,98188,795.5,2873,1360,1250,1,4,2.75,0
3395040580,21/10/2022,310000,13531201,0,0,3,9,1,2022,2022-10,10-OCTOBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2001,47.5432,-122.293,98108,484.6,931.5,1590,0,2,3,2.25,0
3395041194,25/08/2022,268000,10713093,0,0,3,9,1,2022,2022-08,08-AUGUST,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2001,47.5405,-122.293,98108,573,546.5,1810,70,2,3,2.75,0
3395300180,10/08/2022,534950,13266034,0,0,3,9,1,2022,2022-08,08-AUGUST,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1977,47.6471,-122.114,98052,649.2,3744.8,2130,0,2,3,2.25,0
3395800295,09/07/2022,250000,10385604,0,0,3,9,1,2022,2022-07,07-JULY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1956,47.4814,-122.341,98146,313.9,2678,1030,0,1,2,1,0
3413700130,23/06/2022,425000,13183102,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2009,47.7027,-122.359,98177,707.1,691,2320,0,3,3,2.5,0
3432500200,07/04/2023,329999,11623195,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1952,47.7447,-122.313,98155,350.5,2105.6,800,350,1,3,1,0
3432500200,07/04/2023,329999,11623195,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1952,47.7447,-122.313,98155,350.5,2105.6,800,350,1,3,1,0
3438500625,17/05/2022,210000,11523943,0,0,3,9,1,2022,2022-05,05-may,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1942,47.5515,-122.357,98106,329.2,6413.9,1080,0,1,3,1,0
3438500714,04/05/2022,325000,12022195,0,0,3,9,1,2022,2022-05,05-may,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1980,47.551,-122.356,98106,576.1,1876.3,980,910,1,4,2.5,0
3438502290,31/01/2023,616750,12037406,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1978,47.5402,-122.365,98106,652.3,14552.1,2140,0,2,3,1.5,0
3438502290,31/01/2023,616750,12037406,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1978,47.5402,-122.365,98106,652.3,14552.1,2140,0,2,3,1.5,0
3444910020,13/07/2022,350000,12452267,0,0,3,9,1,2022,2022-07,07-JULY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1978,47.4121,-122.154,98042,975.4,10906.4,2360,840,1,3,3,0
3448700070,21/07/2022,435000,10771296,0,0,3,9,1,2022,2022-07,07-JULY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2003,47.4891,-122.149,98059,743.7,1630.7,2440,0,2,4,2.5,0
3523069047,23/08/2022,849000,11771015,0,0,3,9,1,2022,2022-08,08-AUGUST,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2004,47.4299,-121.998,98038,1222.2,26686.8,4010,0,2,4,2.75,0
3524039060,30/05/2022,250000,10977294,0,0,3,9,1,2022,2022-05,05-may,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1918,47.5243,-122.39,98136,228.6,1219.2,750,0,1,1,1,0
3530400080,24/12/2022,255000,14148658,0,0,3,9,1,2022,2022-12,12-DECEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1974,47.3804,-122.32,98198,414.5,1656,1360,0,1,2,2,2003
3541600450,02/11/2022,290000,13744220,0,0,3,9,1,2022,2022-11,11-NOVEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1967,47.4792,-122.357,98166,637,3886.2,1360,730,1,4,1.75,0
3546000380,26/09/2022,259900,12560302,0,0,3,9,1,2022,2022-09,09-SEPTEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1986,47.3556,-122.175,98030,515.1,2424.1,1690,0,1,3,1.75,0
3566800040,05/06/2022,490000,12761147,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1985,47.6911,-122.392,98117,527.3,896.1,1730,0,3,3,3,0
