public_id,anio_construccion,latitud,longitud,codigo_postal,m2_construccion,m2_terreno,m2_sobre_calle,m2_sotano,pisos,recamaras,banios,anio_renovacion
13249677,1947,47.687,-122.381,98117,298.7,1252.1,980,0,1,2,1,0
10062301,1929,47.6876,-122.38,98117,548.6,1220.7,1160,640,1.5,3,1,0
10566912,1939,47.6878,-122.38,98117,509,1220.7,1170,500,1.5,3,1,0
13450335,1930,47.6885,-122.38,98117,621.8,1220.7,1740,300,1.5,3,1.75,0
10075950,1940,47.6882,-122.382,98117,762,1233.2,1520,980,1.5,4,2.25,0
10488847,1931,47.6876,-122.381,98117,536.4,1233.2,960,800,1,3,2,0
12653404,1941,47.6885,-122.381,98117,563.9,1337.5,1850,0,2,4,1.75,0
11369516,1953,47.7356,-122.34,98133,237.7,2487.2,780,0,1,2,1,0
12164634,2015,47.7348,-122.34,98133,792.5,2487.2,2600,0,2,5,2.75,0
13354308,1959,47.505,-122.259,98178,359.7,1630.7,1180,0,1.5,3,1,0
11127892,1959,47.505,-122.258,98178,594.4,2628.9,1360,590,1,3,3.75,0
14123601,1991,47.2559,-122.007,98022,506,11473.3,1660,0,1,3,1.75,0
12194163,1978,47.726,-122.194,98034,728.5,1961.4,1600,790,1,3,2.5,0
12454200,1924,47.5955,-122.294,98144,478.5,1524,1570,0,1.5,2,1,0
14147993,1915,47.5953,-122.294,98144,710.2,914.4,2330,0,2,2,2.5,1994
12322502,2003,47.5924,-122.294,98144,499.6,826,1479,160,2,3,2.5,0
10879023,2009,47.5925,-122.295,98144,249.9,387.1,820,0,2,2,1.5,0
11022902,2009,47.5925,-122.295,98144,298.7,260,820,160,2,2,1.5,0
14067430,2009,47.5924,-122.295,98144,237.7,345.3,780,0,2,2,1,0
12913591,2009,47.5925,-122.295,98144,286.5,538.9,940,0,2,2,1.5,0
11756272,2009,47.5926,-122.295,98144,280.4,366.1,800,120,2,2,2,0
12340550,2008,47.5928,-122.295,98144,640.1,425.8,1580,520,3,4,2.5,0
13257109,2006,47.593,-122.295,98144,455.7,285.3,1405,90,3,3,2.5,0
12974053,1977,47.5949,-122.296,98144,454.2,1615.4,1110,380,1,4,2,0
13810737,2003,47.5943,-122.296,98144,384,381.3,1040,220,2,3,3,0
10176090,2003,47.5942,-122.296,98144,402.3,326.4,1080,240,2,3,3,0
14682823,2001,47.5926,-122.296,98144,545.6,520.9,1400,390,2,2,3,0
12251898,2008,47.5923,-122.296,98144,445,395,1160,300,2,2,2.5,0
10587333,1969,47.6623,-122.152,98052,679.7,2628.6,1430,800,1,4,2.5,0
12730410,1959,47.6703,-122.41,98199,600.5,1391.1,1470,500,1,3,2.25,0
11907930,1920,47.6712,-122.409,98199,472.4,1828.8,1550,0,1,2,1.75,0
13909832,1949,47.7014,-122.381,98117,493.8,2286,1620,0,1,3,1.5,0
12151823,1923,47.7008,-122.386,98117,329.2,2060.4,1080,0,1,2,1.5,0
11544847,1942,47.7006,-122.386,98117,475.5,1524,1560,0,1.5,2,1,0
14070191,1957,47.6992,-122.387,98117,777.2,1902,1750,800,1,3,2.5,0
11103502,1956,47.6995,-122.383,98117,533.4,1585,1750,0,1,3,1.75,0
13035323,1949,47.6992,-122.379,98117,627.9,1524,1030,1030,1,4,2,2013
10809665,1957,47.6985,-122.382,98117,771.1,1585,1530,1000,1,4,2.25,0
13691372,1940,47.6988,-122.387,98117,435.9,1585,1250,180,1,3,1.5,0
11281446,1941,47.6985,-122.387,98117,694.9,2377.4,1360,920,1,3,1.75,0
13565663,1951,47.6538,-122.393,98199,816.9,1521,1440,1240,1,3,2.5,0
13019936,1953,47.6539,-122.395,98199,823,1828.8,1450,1250,1,4,1.75,0
12090363,1914,47.6539,-122.396,98199,405.4,1828.8,960,370,1,2,1.75,1945
13390942,1952,47.6535,-122.397,98199,597.4,1682.5,1080,880,1,3,1.75,0
12313967,1956,47.6515,-122.397,98199,606.6,1828.8,1260,730,1,4,2,2015
13468062,1944,47.6521,-122.398,98199,606.6,1828.8,1430,560,1,2,1.5,0
14228894,1953,47.5828,-122.395,98116,310.9,1219.8,1020,0,1,2,1,0
12928368,1977,47.5828,-122.396,98116,664.5,1524,1240,940,1,3,2.5,0
10061638,1994,47.6992,-122.385,98117,1100.3,2409.1,3290,320,3,4,3.75,0
11865511,1999,47.3718,-122.168,98030,740.7,1741.9,2430,0,2,3,2.5,0
12417358,1999,47.3245,-122.38,98023,1216.2,7176.2,2300,1690,1,4,3.5,0
13388989,1989,47.3241,-122.378,98023,1292.4,7814.8,3550,690,2,4,3.25,0
14662017,1995,47.3256,-122.378,98023,987.6,10104.4,3240,0,2,3,2.5,0
13427181,1989,47.3244,-122.379,98023,1091.2,4333.3,2210,1370,2,3,2.75,0
13359149,1996,47.383,-122.305,98198,606.6,3046.5,1990,0,2,3,2.5,0
12238098,1919,47.3979,-122.465,98070,621.8,8715.1,2040,0,1.5,2,1.75,1990
14305482,1929,47.5768,-122.307,98144,445,1219.2,730,730,1,3,1.75,0
10000314,1914,47.5766,-122.309,98144,466.3,685.2,1530,0,1.5,4,2.5,0
12290688,1915,47.5763,-122.309,98144,408.4,594.7,670,670,1,3,2,0
11047681,2009,47.5758,-122.309,98144,378,335.6,1080,160,2,2,1.5,0
10133234,1963,47.5586,-122.311,98108,618.7,2706.6,1330,700,1,3,1.5,0
11537535,1957,47.5218,-122.286,98118,621.8,1828.8,1340,700,1,3,1.5,0
12598648,2014,47.5173,-122.286,98118,728.5,1219.2,2390,0,2,6,3,0
10410736,2013,47.5241,-122.285,98118,737.6,1423.4,2420,0,2,5,3.5,0
14077728,1929,47.5226,-122.284,98118,359.7,1219.2,1040,140,1,3,1.75,0
14210682,1949,47.5232,-122.284,98118,289.6,1219.2,780,170,1,3,1,0
10379480,1949,47.5233,-122.284,98118,435.9,1219.2,930,500,1,2,1,0
14786314,1979,47.5413,-122.299,98108,618.7,2084.8,1210,820,1,3,2.75,0
12571142,1954,47.4147,-122.337,98166,579.1,4389.1,1300,600,1,3,1,0
10466746,1959,47.415,-122.337,98166,539.5,4389.1,1770,0,1,3,2,0
14144004,1959,47.4155,-122.339,98166,621.8,4783.8,2040,0,1,3,1.75,0
11237193,1951,47.4176,-122.343,98166,1289.3,16757,3780,450,2,3,3,2000
14807569,1954,47.4163,-122.34,98166,249.9,1889.8,820,0,1,2,1,0
10993944,1950,47.4181,-122.339,98166,429.8,4636,1410,0,1,3,1.75,2014
12911977,1958,47.4181,-122.338,98166,652.3,4581.1,1570,570,1,3,1.75,0
10871347,1993,47.1593,-121.957,98022,1341.1,56950.7,4400,0,2,4,3.25,0
11915565,1969,47.1647,-121.973,98022,618.7,31599.2,2030,0,1,4,2,0
12075553,1979,47.1622,-121.971,98022,716.3,218142.3,2350,0,1.5,3,2.5,0
14936555,1979,47.2485,-122.101,98092,877.8,129982.6,2880,0,2,3,2.5,0
13915087,1947,47.2495,-121.97,98022,719.3,32263.1,1180,1180,1,2,1,0
10458030,1966,47.333,-122.345,98023,548.6,3717.3,1800,0,1,3,1.5,0
14848749,1980,47.3394,-122.091,98042,493.8,32528.9,1200,420,1,4,2.25,0
13697262,1948,47.333,-122.098,98042,823,135160.5,2700,0,1.5,4,3.5,1997
12286711,1990,47.3391,-122.093,98042,524.3,30454.4,1720,0,2,3,2.5,0
12247708,1962,47.3427,-122.087,98042,396.2,3090.4,1300,0,1,3,1,2007
12531497,1963,47.3425,-122.082,98042,332.2,3186.4,1090,0,1,3,1.5,0
12693140,1941,47.3329,-122.091,98042,359.7,16861.8,1180,0,1,2,1.75,2004
11632857,1972,47.3423,-122.088,98042,365.8,3319.3,1200,0,1,4,1.5,0
13115646,1980,47.3429,-122.097,98042,813.8,56125.9,1410,1260,1,5,2.5,0
13802930,1964,47.4223,-122.343,98166,1027.2,4762.5,1770,1600,1,6,2.5,0
10993535,1976,47.4169,-122.348,98166,1646.8,7336.2,5403,0,2,3,2.5,0
10383466,1929,47.4218,-122.218,98031,557.8,28943.8,1830,0,1.5,5,1.5,0
14742145,1923,47.4163,-122.22,98031,469.4,35184.3,1540,0,1.5,4,1,0
12200679,2006,47.4302,-122.095,98058,1996.4,66255.6,5400,1150,1,4,5.5,0
12997330,1991,47.4164,-122.092,98058,518.2,16101.4,1700,0,1,3,2,0
13239177,1973,47.4193,-121.958,98038,621.8,33325.6,2040,0,1.5,4,2.5,0
10376466,1980,47.7672,-122.161,98072,743.7,23326.6,1640,800,1,3,2.75,0
12792536,1979,47.7685,-122.162,98072,594.4,6018.9,1150,800,1,3,1.75,0
10543265,1985,47.7648,-122.159,98072,438.9,4572,1440,0,1,2,2,0
10160992,1969,47.5098,-122.474,98070,844.3,3622.2,1570,1200,1,2,2.25,0
13390890,1918,47.5063,-122.346,98146,795.5,3712.5,1670,940,1,3,2,0
13348862,1956,47.5065,-122.338,98146,277.4,1828.8,910,0,1,3,1,0
12687264,1940,47.5118,-122.348,98146,304.8,5642.8,1000,0,1,3,1,0
12926248,1942,47.5075,-122.35,98146,484.6,2042.2,1090,500,1.5,5,1,0
11099707,1952,47.511,-122.348,98146,167.6,2432.3,550,0,1,2,0.75,0
13480374,1948,47.5093,-122.345,98146,472.4,2761.5,1550,0,2,3,1.75,1979
10305069,1959,47.5051,-122.344,98146,512.1,3447.9,1080,600,1,3,2.5,0
10357987,1947,47.5113,-122.347,98146,313.9,2212.8,1030,0,1,3,2,0
12584320,1956,47.5033,-122.225,98178,972.3,3588.7,2610,580,2,4,3.25,1991
12108495,1988,47.5081,-122.093,98027,463.3,65057.7,1520,0,1.5,3,1,0
13528009,1973,47.5953,-122.08,98075,905.3,18189.5,1610,1360,1,4,2.75,0
13576363,1993,47.5968,-122.083,98075,1258.8,1699.3,2860,1270,2,4,4,0
13404853,2002,47.6003,-122.076,98075,1636.8,98515.9,5370,0,2,4,3.5,0
11937363,1984,47.596,-122.08,98075,783.3,12080.4,2570,0,2,3,1.75,0
14065064,1991,47.5928,-122.086,98075,2133.6,8597.2,3500,3500,1,4,3.25,0
12068597,1983,47.7234,-122.066,98077,893.1,6065.5,2930,0,1.5,3,2.5,0
12883824,1983,47.7274,-122.062,98077,914.4,5623.6,3000,0,1,3,2.25,0
10925749,1984,47.7267,-122.063,98077,737.6,3657.6,2420,0,1,4,3,0
14735222,1982,47.7241,-122.065,98077,1048.5,4339.4,3440,0,2,4,2.25,0
10366270,1988,47.7315,-122.058,98077,1054.6,4001.7,2560,900,2,3,3,0
12416052,1991,47.7309,-122.058,98077,1027.2,3793.8,3370,0,2,4,2.75,0
14342091,1990,47.7295,-122.057,98077,1469.1,4012.7,3950,870,2,5,4.5,0
10790111,1987,47.7222,-122.056,98077,1033.3,4884.4,3390,0,2,4,2,0
10997565,1991,47.7213,-122.055,98077,1237.5,6346.5,4060,0,2,4,3.25,0
11081347,1988,47.7214,-122.056,98077,1140,3682,2000,1740,1,4,3.25,0
12744947,1989,47.7246,-122.059,98077,1136.9,4042.9,3730,0,2,3,3.25,0
12266107,1990,47.7255,-122.059,98077,1146,6281.6,3760,0,2,4,3.5,0
11912644,1986,47.7262,-122.06,98077,1015,4650.6,3330,0,2,3,2.25,0
13395057,1986,47.7262,-122.06,98077,1054.6,4799.1,3460,0,2,3,3.5,0
13620221,1986,47.7268,-122.06,98077,1231.4,4370.2,3030,1010,2,3,3,0
10032149,1947,47.6798,-122.352,98103,627.9,1231.4,1120,940,1,3,2,0
14181960,1939,47.6864,-122.341,98103,484.6,1585,1320,270,1,3,2,0
12091405,1939,47.686,-122.341,98103,313.9,1475.5,920,110,1,2,1,0
14506293,1950,47.6857,-122.341,98103,466.3,1506.9,1530,0,1,3,1,0
11773690,1941,47.6885,-122.337,98103,289.6,1207,950,0,1,2,1,0
14490505,1941,47.6876,-122.341,98103,271.3,1441.7,890,0,1,2,1,0
11635333,1942,47.6897,-122.337,98103,347.5,1402.1,1140,0,1,3,1,0
13715228,1941,47.6878,-122.342,98103,554.7,2324.4,990,830,1,4,2,0
14966136,2008,47.6871,-122.339,98103,396.2,359.7,1300,0,3,3,2.25,0
13657030,1949,47.6803,-122.214,98033,1289.3,8319.5,3230,1000,2,5,4,1985
11154256,1907,47.6878,-122.215,98033,1332,6968.6,3670,700,2.5,4,2.25,1994
11403013,1979,47.6854,-122.079,98053,783.3,14471.9,2570,0,1,3,2.25,0
10714505,1900,47.721,-122.078,98077,469.4,20652,1540,0,1,3,2,1973
11341847,2004,47.7237,-122.076,98077,694.9,20066.8,2280,0,2,4,2.5,0
12677489,1959,47.7753,-122.355,98133,783.3,5252.9,1300,1270,1,5,2.5,0
14760771,1951,47.7641,-122.341,98133,219.5,3474.7,720,0,1,2,1,0
13195303,1916,47.7635,-122.335,98133,719.3,2473.8,1180,1180,1,4,1.75,1970
14975809,1955,47.7642,-122.335,98133,798.6,2731,1520,1100,1,4,2.5,0
12218699,2010,47.7744,-122.224,98011,862.6,1777.3,2830,0,2,3,2.5,0
11677158,1977,47.77,-122.207,98011,307.8,3657.6,1010,0,1,3,1.75,0
12151065,1963,47.7759,-122.214,98011,676.7,7239,2220,0,1,4,2,0
12793503,1957,47.7709,-122.212,98011,941.8,7091.2,2990,100,1,5,2.5,0
11888731,1981,47.7668,-122.218,98011,435.9,3223,1430,0,2,3,1.75,0
10315327,1987,47.7663,-122.215,98011,710.2,5924.1,2330,0,2,4,2.25,0
14282121,2007,47.7636,-122.216,98011,975.4,3152.9,3200,0,2,3,3.5,0
14545927,1979,47.7201,-122.062,98077,887,16428.1,1510,1400,1,5,2.75,0
11054429,1990,47.7406,-122.07,98077,1063.8,5645.2,3490,0,2,4,2.5,0
10809194,1982,47.7273,-122.083,98077,658.4,10946,2160,0,2,3,2.5,0
12586631,1959,47.5854,-122.114,98008,883.9,3169.9,1530,1370,1,4,3,0
14382705,2008,47.5861,-122.113,98004,1399,3328.4,2500,2090,1,10,5.25,0
11632367,1958,47.5861,-122.112,98008,731.5,3800.6,1760,640,1,4,2.75,0
14402200,1958,47.5858,-122.112,98008,987.6,3035.8,2020,1220,1,5,2.5,0
10993821,1957,47.5862,-122.202,98004,853.4,2971.8,1400,1400,1,3,2.75,0
10812427,1976,47.5866,-122.201,98004,920.5,2628,3020,0,2,4,2.75,2003
11772290,1989,47.5845,-122.199,98004,887,3061.4,2910,0,2,3,2.5,0
13572300,1962,47.5862,-122.198,98004,935.7,3162.3,2180,890,2,4,3.25,2005
11526396,1918,47.5849,-122.198,98004,542.5,4769.5,1780,0,1.5,4,2,0
14285031,1947,47.584,-122.198,98004,454.2,2987,1140,350,1,3,1.75,0
12033438,1995,47.5879,-121.993,98075,1045.5,4238.9,3430,0,2,4,2.75,0
13030510,1996,47.5895,-121.994,98075,917.4,4874.4,3010,0,2,4,2.75,0
12903909,2004,47.5886,-121.989,98075,975.4,2158.3,3200,0,2,4,3.25,0
10676813,2004,47.5883,-121.991,98075,981.5,1950.4,3220,0,2,4,2.5,0
10960957,2004,47.5884,-121.991,98075,975.4,2041.9,3200,0,2,3,2.75,0
10431673,2005,47.5902,-121.988,98075,935.7,1809.3,3070,0,2,4,2.5,0
13514709,2005,47.5903,-121.988,98075,972.3,1648.4,3190,0,2,4,2.75,0
12105563,2005,47.5898,-121.989,98075,972.3,2750.2,3190,0,2,4,2.75,0
14580006,2005,47.592,-121.989,98075,1011.9,2684.7,3320,0,2,4,3.5,0
10545611,2001,47.5835,-121.996,98075,868.7,1726.4,2850,0,2,4,2.5,0
12503528,1977,47.5834,-122.003,98075,765,10674.1,1610,900,1,4,2.5,0
13752123,1977,47.5834,-122.001,98075,725.4,10670.4,2380,0,1,4,2.25,0
13035362,2012,47.2599,-122.256,98001,680.6,1836.4,2233,0,2,4,2.5,0
14173940,2012,47.2589,-122.256,98001,533.4,1935.8,1750,0,2,3,2.5,0
11883596,2009,47.259,-122.256,98001,506,2049.5,1660,0,2,4,2.5,0
12439693,1998,47.6035,-122.005,98074,1328.9,7499,4360,0,2,4,3.5,0
10185008,1997,47.6009,-122.011,98074,1319.8,7974.2,4330,0,2,4,3.25,0
10684336,1998,47.6008,-122.01,98074,1530.1,8022,5020,0,2,4,4.25,0
14931049,1999,47.603,-122.012,98074,1460,7745.6,4790,0,2,4,4.75,0
12323493,1998,47.6055,-122.013,98074,1063.1,2930.3,3488,0,2,4,2.75,0
13688567,1999,47.6085,-122.013,98074,1133.9,2631.3,3720,0,2,4,2.5,0
13563095,1998,47.6084,-122.011,98074,1072.9,3017.8,3520,0,2,4,2.5,0
14271084,1998,47.6078,-122.01,98074,1179.6,2507,3870,0,2,5,3.75,0
10984427,1999,47.6123,-122.007,98074,853.4,2781.9,2800,0,2,4,3,0
12961917,1999,47.6123,-122.006,98074,835.2,2475,2740,0,2,4,2.5,0
10920222,1997,47.6095,-122.006,98074,835.2,3210.5,2740,0,2,4,2.5,0
12027779,2007,47.5524,-122.078,98027,1414.3,2995.3,3210,1430,2,4,3.5,0
12143277,2013,47.5528,-122.076,98027,1197.9,1731.3,2820,1110,2,4,3.5,0
12068085,1968,47.6888,-122.203,98033,515.1,2375.6,1090,600,1,4,1.75,0
12366084,1950,47.6281,-122.216,98004,877.8,4114.8,1520,1360,1,3,2.5,0
12951998,2007,47.5999,-122.286,98144,716.3,728.5,2000,350,3,2,2.5,0
14183077,1907,47.5994,-122.287,98144,530.4,1443.5,1040,700,1.5,2,1.75,0
13495207,1997,47.5018,-122.126,98059,469.4,20712.1,1540,0,1,3,2,0
12570545,1970,47.5009,-122.143,98059,402.3,4023.4,1320,0,1,3,1.5,0
12136359,1965,47.7595,-122.356,98133,658.4,2687.4,1460,700,1,4,2.25,0
11273003,1965,47.7595,-122.356,98133,658.4,2687.4,1460,700,1,4,2.25,0
13917445,2013,47.4855,-122.149,98059,890,2772.5,2920,0,2,3,2.5,0
10526372,2003,47.4084,-122.169,98031,885.4,1485.6,2905,0,2,4,2.5,0
11137514,2011,47.5794,-122.03,98075,987.6,1275.6,2770,470,2,3,3.25,0
11139566,1962,47.3311,-122.326,98003,506,3371.1,1110,550,1,3,1,0
12508437,1959,47.5683,-122.178,98006,429.8,2788.9,1410,0,1,3,1.75,0
14198362,1966,47.5683,-122.177,98006,585.2,2895.6,1470,450,1,4,1.75,0
10107203,1966,47.5683,-122.177,98006,585.2,2895.6,1470,450,1,4,1.75,0
13834770,1966,47.5679,-122.178,98006,548.6,2910.8,1320,480,1,3,2.75,0
10056933,1967,47.5676,-122.177,98006,338.3,3170.5,1110,0,1,3,1.75,0
14171261,1976,47.5966,-122.144,98007,490.7,2194.6,1180,430,1,3,1.75,0
11624693,1962,47.5922,-122.146,98007,521.2,2347,1710,0,1.5,5,2.5,0
13565594,1962,47.5916,-122.146,98007,539.5,2347,1770,0,1.5,4,2,0
10785220,2003,47.5877,-122.196,98004,1204,3326,3950,0,2,4,3.25,0
11256300,1951,47.5872,-122.196,98004,463.3,3117.2,1520,0,1,3,1,0
13753496,2011,47.5873,-122.196,98004,1213.1,3123.9,3980,0,2,4,3.25,0
11168557,1952,47.5886,-122.195,98004,554.7,3866.7,1820,0,1,3,1.5,0
12183211,1990,47.5871,-122.192,98004,1194.8,4955.4,2900,1020,2,5,4.25,0
14773744,1962,47.5876,-122.193,98004,798.6,3413.8,1770,850,1,4,2.5,0
10122929,1963,47.5873,-122.193,98004,725.4,3413.8,2380,0,1,3,2.25,0
10228895,1976,47.5882,-122.192,98004,920.5,4622,1730,1290,1,4,2.5,0
10191653,1966,47.5941,-122.142,98007,323.1,2328.1,1060,0,1,3,1,0
10560414,2004,47.4328,-122.196,98055,502.9,854,1650,0,2,3,2.5,0
11151576,2004,47.4328,-122.196,98055,502.9,855.6,1650,0,2,3,2.5,0
12468127,2004,47.4325,-122.197,98055,539.5,1051.9,1770,0,2,3,2.5,0
14073535,2005,47.4324,-122.197,98055,454.2,651.7,1490,0,2,3,2.5,0
10279081,2005,47.4336,-122.195,98055,390.1,477.3,1280,0,2,2,2.5,0
10681280,2005,47.4339,-122.194,98055,539.5,815.9,1770,0,2,3,2.5,0
10580679,2005,47.4331,-122.195,98055,472.4,580.6,1550,0,2,3,1.75,0
13817637,1960,47.5833,-122.219,98040,679.7,2608.5,2230,0,2,3,1.5,0
12001592,1951,47.6071,-122.197,98004,423.7,2777.3,1390,0,1,3,1,0
10008833,1997,47.2846,-122.341,98023,1094.2,2514.3,3590,0,2,4,3,0
11704589,1997,47.2848,-122.345,98023,868.7,3838.3,2850,0,2,3,2.5,0
12178656,1998,47.2831,-122.346,98023,832.1,2247,2730,0,2,3,2.5,0
12732471,1999,47.6141,-122.136,98007,1036.3,2271.4,3400,0,2,5,3.25,0
11913720,2009,47.3785,-122.023,98038,737.6,1518.2,2420,0,2,4,2.5,0
14894874,2010,47.3785,-122.023,98038,944.9,1432.3,3100,0,2,4,2.5,0
13766283,2009,47.6078,-122.202,98004,594.4,558.7,1610,340,3,3,3,0
14307676,2009,47.6078,-122.202,98004,594.4,604.4,1610,340,3,3,3,0
10866054,1942,47.5855,-122.292,98144,813.8,1524,2000,670,2,3,2.5,1995
12023907,1947,47.5854,-122.292,98144,1405.1,2560.3,2790,1820,2,3,3,1999
10073612,1955,47.6075,-122.2,98004,701,4089.8,1430,870,1,3,2,0
12138392,1967,47.6316,-122.202,98004,1322.8,2869.7,4340,0,2,8,6,0
14191829,1953,47.6317,-122.205,98004,768.1,2573.1,1640,880,1,4,1.75,0
10977185,1953,47.6313,-122.204,98004,588.3,2573.1,1930,0,1,3,1.75,0
14738133,2011,47.5932,-122.159,98005,954,15947.7,2430,700,2,4,3.5,0
12552825,1963,47.6297,-122.114,98008,618.7,2988.3,1110,920,1,5,2,0
12717008,1964,47.626,-122.112,98008,566.9,2347,1860,0,1,4,1.75,0
11012912,1965,47.626,-122.112,98008,618.7,2347,1400,630,1,3,2.75,0
14664491,1964,47.6264,-122.113,98008,634,2438.4,1390,690,1,4,2.25,0
12032510,1964,47.6271,-122.112,98008,649.2,2186,2130,0,2,4,2.25,0
12698925,1964,47.627,-122.114,98008,542.5,2212.8,1780,0,1,4,3,0
12875437,1966,47.626,-122.12,98008,981.5,2400.3,3220,0,1.5,4,2.5,0
10467873,1965,47.626,-122.119,98008,734.6,2560.3,2410,0,2,4,2.25,0
10089806,1965,47.6275,-122.12,98008,783.3,3071.8,2570,0,1.5,3,2,0
12736549,1966,47.6293,-122.121,98008,487.7,2204.3,1600,0,1,3,1.75,0
10548226,1967,47.6342,-122.117,98008,576.1,2197.6,1890,0,1,4,2.25,0
14106651,1967,47.6338,-122.117,98008,576.1,2448.8,1890,0,1,4,2.25,0
10935491,1967,47.6328,-122.117,98008,576.1,2605.7,1890,0,1,4,2.25,0
13503773,1967,47.6336,-122.115,98008,993.6,2482.6,3260,0,2,7,2.25,0
14558967,1967,47.6344,-122.116,98008,509,2197.6,1670,0,1,3,1.75,0
12435069,1968,47.6317,-122.114,98008,1197.9,3093.7,3070,860,1.5,5,2,0
13950162,1968,47.6381,-122.116,98008,981.5,2571.3,3220,0,2,4,2.25,0
10221545,1967,47.6384,-122.116,98008,502.9,2194.6,1650,0,1,4,2.25,0
14713241,1968,47.6378,-122.117,98008,627.9,3704.8,2060,0,1,4,2.25,0
10491023,1968,47.6371,-122.119,98008,682.8,3429,2240,0,1,3,2,0
14026753,1966,47.6261,-122.125,98008,1100.3,3048.9,3610,0,1.5,6,2.75,0
13507654,1976,47.6658,-122.149,98052,618.7,2834.6,2030,0,1,4,2,0
10689035,1976,47.6651,-122.15,98052,749.8,2654.8,1330,1130,1,5,2.25,0
11575677,1977,47.6647,-122.149,98052,655.3,3017.5,1450,700,1,3,2.25,0
10107612,1969,47.6635,-122.149,98052,765,2971.8,2510,0,1.5,5,1.75,0
11529514,1990,47.6005,-122.199,98004,1164.3,4030.7,3280,540,2,4,3.5,0
10585165,1953,47.6339,-122.192,98004,649.2,6224.9,2130,0,1,3,1.75,0
14747465,1953,47.6336,-122.192,98004,777.2,6362.7,1610,940,1,5,2.5,0
14886236,2003,47.6336,-122.192,98004,722.4,3309.5,2370,0,2,4,2.5,0
10401541,1963,47.6348,-122.196,98004,816.9,8538.7,1450,1230,1,5,1.5,0
13531264,1966,47.6354,-122.196,98004,1140,6847,2330,1410,2,3,2.25,0
11754040,1974,47.6378,-122.185,98005,658.4,12018.3,1660,500,1,4,1.75,0
14608194,1974,47.6386,-122.183,98005,688.8,10082.8,1690,570,1,3,2.25,0
13411735,2014,47.6228,-122.307,98112,335.3,194.5,1100,0,3,1,1.25,0
14383594,1993,47.7347,-122.226,98028,606.6,3899.3,1990,0,2,3,2.5,0
11546445,1950,47.7263,-122.3,98125,289.6,2118.7,950,0,1,3,1,0
10542661,1997,47.3826,-122.028,98038,518.2,2041.6,1700,0,2,3,2.5,0
13998658,1994,47.3826,-122.027,98038,502.9,2147.9,1650,0,2,3,2.25,0
11402589,1994,47.3828,-122.026,98038,707.1,3072.1,2320,0,2,4,2.5,0
14345209,1994,47.3828,-122.023,98038,615.7,2553.9,2020,0,2,3,2.25,0
12660682,1995,47.3817,-122.023,98038,661.4,2986.4,2170,0,2,3,2.5,0
10421469,1995,47.3814,-122.024,98038,661.4,2969.7,2170,0,2,4,2.75,0
11195610,1995,47.3812,-122.023,98038,661.4,2559.1,2170,0,2,3,2.75,0
12799642,1994,47.3812,-122.029,98038,506,3280.6,1660,0,2,3,2.5,0
10280288,1995,47.3804,-122.027,98038,667.5,2054.4,2190,0,2,4,2.75,0
14283432,1996,47.3798,-122.025,98038,518.2,2133.6,1700,0,2,3,2.5,0
12340291,2000,47.3775,-122.022,98038,664.5,1635.9,2180,0,2,4,2.5,0
13964166,1999,47.3777,-122.023,98038,530.4,1605.4,1740,0,2,3,2.5,0
14022835,1999,47.3777,-122.023,98038,530.4,1605.4,1740,0,2,3,2.5,0
11751128,1953,47.6245,-122.198,98004,381,2654.8,1250,0,1,3,1.5,0
13208066,1985,47.7181,-122.089,98072,829.1,16473.8,2720,0,2,4,2.75,0
12443136,2011,47.5381,-122.046,98027,807.7,953.1,2230,420,2,4,3.5,0
12946541,2011,47.5377,-122.046,98027,807.7,1058.9,2230,420,2,4,3.5,0
10724931,1952,47.5923,-122.197,98004,621.8,3442.4,1340,700,1,3,1.75,0
10546142,2005,47.5928,-122.199,98004,932.7,2918.8,3060,0,2,3,2.5,0
11539193,1998,47.5544,-122.147,98006,1368.6,7549,3800,690,2,4,4.5,0
13486210,1998,47.5543,-122.148,98006,1463,4567.1,3480,1320,2,5,3.5,0
11708417,1946,47.6706,-122.265,98105,521.2,1888.2,1410,300,1,3,1,0
13215189,1947,47.6696,-122.267,98105,423.7,1689.8,930,460,1,2,1,0
13909439,1947,47.6695,-122.266,98105,923.5,2078.7,2530,500,2,4,2.5,2000
14174433,1947,47.6693,-122.267,98105,521.2,2879.8,1010,700,1,3,2.75,0
11381765,2014,47.5388,-122.114,98006,1764.8,4183.7,4430,1360,2,5,3.25,0
11747314,2013,47.5382,-122.114,98006,1786.1,4245.3,4150,1710,2,6,4.25,0
10357607,2014,47.538,-122.114,98006,1764.8,3882.8,4430,1360,2,5,3.25,0
14057050,2014,47.5382,-122.111,98006,1344.2,3962.4,2920,1490,2,5,3.5,0
13602181,1954,47.5354,-122.278,98118,265.2,1966,740,130,1,2,2,0
11564078,1933,47.2407,-121.953,98022,1011.9,145782.2,2260,1060,1.5,3,1.75,1982
11787153,2001,47.3181,-122.344,98023,1478.3,12466.9,4850,0,2,5,4.5,0
12167552,1971,47.3191,-122.339,98023,566.9,4779.6,1860,0,1,3,1.75,0
12437911,1991,47.327,-122.094,98042,987.6,33030,3240,0,2,3,2.5,0
14050297,1999,47.4141,-122.47,98070,984.5,133567.3,3230,0,2,4,3,0
12311506,1949,47.4145,-122.463,98070,301.8,17525.7,990,0,1,2,1,0
